cluster	status	loglr	df	p	p.adjust	genes
chr6:clu_23549_+	Success	2.07979631733372	1	0.0413993596634519	0.143052967219924	FBXO9
chr6:clu_23550_+	Not enough valid samples	NA	NA	NA	NA	FBXO9
chr6:clu_23551_+	Success	29.6037946002161	15	3.44952941535809e-07	9.46313013799822e-06	AL033397.2
chr6:clu_23552_+	Not enough valid samples	NA	NA	NA	NA	MLIP
chr6:clu_23553_+	Not enough valid samples	NA	NA	NA	NA	MLIP
chr6:clu_23554_+	Not enough valid samples	NA	NA	NA	NA	MLIP
chr6:clu_23555_+	Not enough valid samples	NA	NA	NA	NA	MLIP
chr6:clu_23556_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AL512422.1
chr6:clu_23557_+	Success	5.84895852734371	6	0.0690573236857494	0.202283572594878	BEND6
chr6:clu_23558_+	Success	1.0810643609193	3	0.539446300417434	0.728754441996939	BEND6
chr6:clu_23559_+	Success	-0.157381914134021	2	1	1	BEND6
chr6:clu_23560_+	Success	11.9805485796769	2	6.26489593883418e-06	0.000121525304060333	KIAA1586
chr6:clu_23561_+	Success	4.13027598529698	2	0.0160784407969434	0.0730230137401434	ZNF451
chr6:clu_23562_+	Success	7.34432538693	5	0.0117789149854526	0.0578847985312142	ZNF451
chr6:clu_23563_+	Success	0.415991159480654	2	0.659686102426361	0.81902574748921	ZNF451
chr6:clu_23564_+	Success	8.8237454276159	3	0.000519962096579896	0.00522526785526269	ZNF451
chr6:clu_23565_+	Success	6.15958334014704	3	0.00636609521812337	0.0368298585172928	BAG2
chr6:clu_23566_+	Success	0.0285596046280716	1	0.811108487737039	0.918762250690346	PRIM2
chr6:clu_23567_+	Success	0.119986756894036	2	0.886932182376257	0.965928967950336	ZNF451
chr6:clu_23568_+	Success	0.865986788764076	1	0.188159049597654	0.384159472167413	PRIM2
chr6:clu_23569_+	Success	14.405263293253	8	0.000342310202188465	0.00372304537143912	PRIM2
chr6:clu_23570_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRIM2
chr6:clu_23571_+	Not enough valid samples	NA	NA	NA	NA	NA
chr6:clu_23572_+	Success	4.58619411781547	7	0.240515160582712	0.44658487826488	AL445250.1
chr6:clu_23573_+	Success	7.8078303487182	5	0.00803150330368968	0.0436021208715414	PTP4A1,AL135905.2
chr6:clu_23574_+	Success	17.2230154164645	16	0.0047286803871982	0.0294961582576655	PHF3
chr6:clu_23575_+	Success	5.73621787702837	1	0.000706360412535118	0.00669859191098749	PHF3
chr6:clu_23576_+	Success	6.4245697720653	4	0.0120369399038994	0.0587825338482488	FAM135A
chr6:clu_23577_+	Not enough valid samples	NA	NA	NA	NA	FAM135A
chr6:clu_23578_+	Not enough valid samples	NA	NA	NA	NA	FAM135A
chr6:clu_23579_+	Success	2.21796410054958	9	0.880454420144501	0.9619763256982	SDHAF4
chr6:clu_23580_+	Success	1.29981521779746	4	0.626888592106319	0.795063058392008	SDHAF4
chr6:clu_23581_+	Success	13.3137106945942	8	0.000819670391298123	0.00756893672241716	SMAP1
chr6:clu_23582_+	Success	5.64376013802394	4	0.0235158163283923	0.0965349611006527	SMAP1
chr6:clu_23583_+	Success	4.61593114158086	2	0.00989296736364232	0.0508510922482447	SMAP1
chr6:clu_23584_+	Success	5.24811063688298	2	0.00525744223881686	0.0319532215263225	OGFRL1
chr6:clu_23585_+	Success	0.358909659563324	1	0.39686014487474	0.608754877193128	OGFRL1
chr6:clu_23586_+	Success	0.9688331401303	5	0.857701141979975	0.948032129340779	OGFRL1
chr6:clu_23587_+	Not enough valid samples	NA	NA	NA	NA	RIMS1
chr6:clu_23588_+	Not enough valid samples	NA	NA	NA	NA	RIMS1
chr6:clu_23589_+	Not enough valid samples	NA	NA	NA	NA	RIMS1
chr6:clu_23590_+	Not enough valid samples	NA	NA	NA	NA	RIMS1
chr6:clu_23591_+	Not enough valid samples	NA	NA	NA	NA	RIMS1
chr6:clu_23592_+	Success	5.38300766409429	12	0.549070567145108	0.736403919287016	AC019205.1
chr6:clu_23593_+	Not enough valid samples	NA	NA	NA	NA	DDX43
chr6:clu_23594_+	Success	3.11724561970823	1	0.0125285581123155	0.0606738816561143	MTO1
chr6:clu_23595_+	Success	10.2355178368325	4	0.000403054874263513	0.00425214916328067	MTO1
chr6:clu_23596_+	Success	12.7302082619753	3	1.23698337620058e-05	0.00022030839228579	MTO1
chr6:clu_23597_+	Success	6.06447441399177	6	0.0591531692999055	0.18212844608683	MTO1
chr6:clu_23598_+	Success	1.11749670929134	1	0.134917198756187	0.311260022062661	MTO1
chr6:clu_23599_+	Success	-0.223731545247574	2	1	1	MTO1
chr6:clu_23600_+	Success	1.05309254147505	3	0.550662492758477	0.737482882091165	CD109
chr6:clu_23601_+	Success	0.105633408007748	2	0.899754430393628	0.973035531983264	CD109
chr6:clu_23602_+	Success	0.481859478417618	2	0.617633846552419	0.788104526757597	CD109
chr6:clu_23603_+	Success	1.51715339610365	1	0.0815213634713936	0.224860420776358	CD109
chr6:clu_23604_+	Success	0.0360988941445157	1	0.788163275187272	0.904072964333905	CD109
chr6:clu_23605_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AL357507.1
chr6:clu_23606_+	Success	0.742175701913311	7	0.982846473282803	1	AL080250.1
chr6:clu_23607_+	Success	8.89476190555433	4	0.00135662349728389	0.0112072096610588	SENP6
chr6:clu_23608_+	Success	1.06953979171521	3	0.54404724383343	0.732316934596664	SENP6
chr6:clu_23609_+	Success	0.292410708680109	2	0.746461894628042	0.877801427280879	SENP6
chr6:clu_23610_+	Success	0.0210183053499122	1	0.83755000132642	0.935168664214891	SENP6
chr6:clu_23611_+	Success	0.233673654795439	2	0.791620115174347	0.906121045771403	SENP6
chr6:clu_23612_+	Success	3.19627568305305	3	0.0939977045006752	0.246730569805836	MYO6
chr6:clu_23613_+	Success	9.76822380359454	4	0.000616393964085322	0.00600383487490779	MYO6
chr6:clu_23614_+	Success	45.5347017590138	2	1.67698929746375e-20	3.06524895188418e-18	MYO6
chr6:clu_23615_+	Not enough valid samples	NA	NA	NA	NA	IRAK1BP1
chr6:clu_23616_+	Not enough valid samples	NA	NA	NA	NA	IRAK1BP1
chr6:clu_23617_+	Success	0.0934076626066371	1	0.665580518517453	0.823253211430695	AL391840.3
chr6:clu_23618_+	Success	24.2378608409497	3	1.68666922436359e-10	8.59100135027362e-09	SH3BGRL2
chr6:clu_23619_+	Not enough valid samples	NA	NA	NA	NA	TTK
chr6:clu_23620_+	Not enough valid samples	NA	NA	NA	NA	TTK
chr6:clu_23621_+	Success	0.148990065074713	1	0.5851514772981	0.76487435349329	BCKDHB
chr6:clu_23622_+	Success	6.23633649730618	7	0.0860475373155986	0.232997763151956	BCKDHB
chr6:clu_23623_+	Success	1.96766792746698	1	0.0472816984037743	0.156169219507386	BCKDHB
chr6:clu_23624_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_23625_+	Success	7.68999299113239	4	0.00397464096430935	0.0258041080830857	TPBG
chr6:clu_23626_+	Success	3.48094098480033	3	0.0731226988609012	0.209522980970772	DOP1A
chr6:clu_23627_+	Success	1.42830273598793	2	0.239715437549559	0.445954267868051	DOP1A
chr6:clu_23628_+	Success	0.168978608589896	1	0.561010734822738	0.7453501567858	DOP1A
chr6:clu_23629_+	Success	3.70638890132318	2	0.024566073809691	0.0995307160165403	DOP1A
chr6:clu_23630_+	Success	1.00256429385672	1	0.156768000239247	0.342107720511416	DOP1A
chr6:clu_23631_+	Success	1.98770848181539	2	0.137009024670622	0.314569278838659	DOP1A
chr6:clu_23632_+	Success	1.35654062653214	1	0.0995285822536768	0.256184001746652	RWDD2A
chr6:clu_23633_+	Success	0.769952442552039	4	0.819550085974759	0.924624315747553	RWDD2A
chr6:clu_23634_+	Not enough valid samples	NA	NA	NA	NA	PRSS35
chr6:clu_23635_+	Success	5.75469438073355	3	0.00926745639047974	0.048350697694059	CYB5R4
chr6:clu_23636_+	Success	3.78384650626958	1	0.00594237969201073	0.0350053221378171	CYB5R4
chr6:clu_23637_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_23638_+	Success	0.94971365046149	3	0.593540982780815	0.770926033061678	NT5E
chr6:clu_23639_+	Success	0.889650265705313	1	0.182235240610263	0.376570010808885	NT5E
chr6:clu_23640_+	Not enough valid samples	NA	NA	NA	NA	ZNF292
chr6:clu_23641_+	Success	1.19644677427323	4	0.663911897898819	0.822166081226849	ZNF292
chr6:clu_23642_+	Success	7.05616495639151	13	0.365980989925482	0.578305287000266	SMIM8,C6orf163
chr6:clu_23643_+	Not enough valid samples	NA	NA	NA	NA	SMIM8
chr6:clu_23644_+	Not enough valid samples	NA	NA	NA	NA	SMIM8,CFAP206,AL049697.1
chr6:clu_23645_+	Success	13.5562066363127	9	0.00134011035789739	0.0111109668268698	AL049697.1,SLC35A1
chr6:clu_23646_+	Success	8.09772572073416	6	0.0127424733516757	0.0614586090319736	ORC3
chr6:clu_23647_+	Success	0.900565757538971	1	0.179575760397167	0.373152096977212	ORC3
chr6:clu_23648_+	Success	0.829679658058012	6	0.948215474232932	1	AL049697.1,SLC35A1
chr6:clu_23649_+	Success	0.401554343727526	1	0.3701655453497	0.582271221986764	ORC3
chr6:clu_23650_+	Success	2.21068825489237	2	0.109625172483827	0.272609841579739	ORC3
chr6:clu_23651_+	Success	0.707329755425235	2	0.492958762035319	0.691593653668534	ORC3
chr6:clu_23652_+	Success	0.291368429278464	1	0.445241554869512	0.65250457719438	ORC3
chr6:clu_23653_+	Success	26.603270562322	9	2.67080515109134e-08	9.32653322794311e-07	PNRC1,PM20D2
chr6:clu_23654_+	Not enough valid samples	NA	NA	NA	NA	ANKRD6
chr6:clu_23655_+	Not enough valid samples	NA	NA	NA	NA	ANKRD6
chr6:clu_23656_+	Success	1.42880245657852	6	0.826495035218403	0.928901498452684	ANKRD6
chr6:clu_23657_+	Not enough valid samples	NA	NA	NA	NA	ANKRD6
chr6:clu_23658_+	Not enough valid samples	NA	NA	NA	NA	AL096678.1
chr6:clu_23659_+	Success	5.95146738561925	12	0.453506286010767	0.659797397008387	CASP8AP2
chr6:clu_23660_+	Success	1.22424692481763	3	0.484671348679116	0.684557885379913	CASP8AP2
chr6:clu_23661_+	Success	0.169016113911425	1	0.560967265449911	0.745338587298034	MANEA
chr6:clu_23662_+	Success	0.558155983627103	1	0.290713970953171	0.50262783826098	MANEA
chr6:clu_23663_+	Not enough valid samples	NA	NA	NA	NA	FHL5
chr6:clu_23664_+	Success	3.01685571337794	1	0.0140351922702174	0.0659741676238436	UFL1
chr6:clu_23665_+	Success	-1.60256846656011	2	1	1	UFL1
chr6:clu_23666_+	Success	20.273573755092	5	1.1581845052892e-07	3.55535967089115e-06	AL513550.1,TSTD3
chr6:clu_23667_+	Success	0.662759306002044	2	0.515427149287281	0.709654254459472	TSTD3
chr6:clu_23668_+	Success	-15.2465324237705	6	1	1	TSTD3
chr6:clu_23669_+	Not enough valid samples	NA	NA	NA	NA	NA
chr6:clu_23670_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_23671_+	Not enough valid samples	NA	NA	NA	NA	GRIK2
chr6:clu_23672_+	Not enough valid samples	NA	NA	NA	NA	GRIK2
chr6:clu_23673_+	Not enough valid samples	NA	NA	NA	NA	BVES-AS1
chr6:clu_23674_+	Not enough valid samples	NA	NA	NA	NA	BVES-AS1
chr6:clu_23675_+	Not enough valid samples	NA	NA	NA	NA	PRDM1
chr6:clu_23676_+	Not enough valid samples	NA	NA	NA	NA	CRYBG1
chr6:clu_23677_+	Not enough valid samples	NA	NA	NA	NA	CRYBG1
chr6:clu_23678_+	Success	49.2218741165298	2	4.19963631275682e-22	8.93429124227993e-20	CRYBG1
chr6:clu_23679_+	Success	4.78743600397502	2	0.00833379783633721	0.0447721181375409	CRYBG1
chr6:clu_23680_+	Success	7.57677457971295	2	0.000512210656168527	0.00516848020784312	CRYBG1
chr6:clu_23681_+	Success	0.0231633391026094	1	0.829583066571333	0.930593496420033	CRYBG1
chr6:clu_23682_+	Success	0.80599424979664	2	0.446643630386584	0.653680629739421	CRYBG1
chr6:clu_23683_+	Success	6.87901976920489	2	0.0010291523577384	0.00906373801403583	QRSL1
chr6:clu_23684_+	Success	1.90016500912361	1	0.0512424821579883	0.164865547856324	QRSL1
chr6:clu_23685_+	Success	0.819296680061939	1	0.200518574007146	0.399306182920631	QRSL1
chr6:clu_23686_+	Success	23.0567148468472	10	1.36794265915763e-06	3.19389648456022e-05	MTRES1
chr6:clu_23687_+	Success	9.86651433505904	12	0.072307714230467	0.208087789714039	SOBP
chr6:clu_23688_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_23689_+	Not enough valid samples	NA	NA	NA	NA	NA
chr6:clu_23690_+	Not enough valid samples	NA	NA	NA	NA	NA
chr6:clu_23691_+	Success	8.6057070631241	2	0.00018305808280134	0.00222388108414982	AFG1L
chr6:clu_23692_+	Success	3.08495739469072	4	0.186813199204733	0.382682920458649	AFG1L
chr6:clu_23693_+	Success	0.0474658640069947	1	0.757998686683747	0.885486209133253	AFG1L
chr6:clu_23694_+	Success	6.28519111559717	3	0.00566409150741616	0.0337011337514362	ARMC2
chr6:clu_23695_+	Success	5.81482736918588	7	0.113414659880432	0.27872256154537	ARMC2
chr6:clu_23696_+	Success	4.33100717376101	2	0.0131542921580827	0.0627728395137389	AFG1L
chr6:clu_23697_+	Success	9.87950232265666	5	0.00138675943462153	0.0114002246299765	FOXO3
chr6:clu_23698_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FOXO3,LINC00222
chr6:clu_23699_+	Not enough valid samples	NA	NA	NA	NA	LINC00222
chr6:clu_23700_+	Success	0.60425550106288	4	0.876695358782821	0.960012446946295	ARMC2
chr6:clu_23701_+	Not enough valid samples	NA	NA	NA	NA	ARMC2
chr6:clu_23702_+	Not enough valid samples	NA	NA	NA	NA	ARMC2
chr6:clu_23703_+	Not enough valid samples	NA	NA	NA	NA	ARMC2
chr6:clu_23704_+	Not enough valid samples	NA	NA	NA	NA	ARMC2
chr6:clu_23705_+	Success	16.1475483324539	21	0.0546416522909724	0.17214838292439	CEP57L1
chr6:clu_23706_+	Success	1.41317059891412	1	0.0927294005099897	0.244508724269478	CEP57L1
chr6:clu_23707_+	Success	1.95462829534017	3	0.271430967929446	0.482347909508843	CEP57L1
chr6:clu_23708_+	Success	0.609757812395401	2	0.543482477856302	0.731912008217815	CEP57L1
chr6:clu_23709_+	Success	1.85046235752509	2	0.157164483330616	0.342570380122413	CEP57L1
chr6:clu_23710_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC162P
chr6:clu_23711_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC162P
chr6:clu_23712_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC162P
chr6:clu_23713_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC162P
chr6:clu_23714_+	Success	2.1024339151293	1	0.0403081153971437	0.140419918014423	SMPD2
chr6:clu_23715_+	Success	0.75464360793444	1	0.219247883125989	0.422780445957983	SMPD2
chr6:clu_23716_+	Success	0.240240323553707	1	0.488204683874955	0.687605267188066	SMPD2
chr6:clu_23717_+	Success	-0.467980800523605	2	1	1	FIG4
chr6:clu_23718_+	Success	0.923273804790369	2	0.397216500833378	0.609052171393639	FIG4
chr6:clu_23719_+	Success	0.807747167445996	2	0.445861386688601	0.653011363370342	FIG4
chr6:clu_23720_+	Success	1.7408032165639	3	0.323155551994366	0.535390099012989	FIG4
chr6:clu_23721_+	Success	2.4064616602509	2	0.0901336544997515	0.24023585134142	FIG4
chr6:clu_23722_+	Success	2.44127692659583	3	0.18060192149292	0.374555583511638	CDC40
chr6:clu_23723_+	Success	0.319411501392096	2	0.72657650053963	0.864331232948832	CDC40
chr6:clu_23724_+	Success	8.69500826000876	5	0.00381654376483908	0.0250266062742738	AMD1
chr6:clu_23725_+	Success	1.50555798109497	1	0.0826953400269758	0.226857536142042	AMD1
chr6:clu_23726_+	Success	0.438151197542538	2	0.645228218560717	0.809083657811033	GTF3C6
chr6:clu_23727_+	Success	2.80503015068416	1	0.017857648455066	0.0790386884090491	RPF2
chr6:clu_23728_+	Success	0.41207674037878	2	0.662273450986495	0.820931636376866	MFSD4B
chr6:clu_23729_+	Success	9.47675353451268	21	0.588122672175873	0.767065439954726	TRAF3IP2-AS1
chr6:clu_23730_+	Success	1.14402164065905	3	0.514815366086777	0.709461859772217	FAM229B
chr6:clu_23731_+	Success	0.140442912037315	2	0.86897327143049	0.954980822720624	MARCKS
chr6:clu_23732_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HDAC2-AS2
chr6:clu_23733_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HDAC2-AS2
chr6:clu_23734_+	Not enough valid samples	NA	NA	NA	NA	HDAC2-AS2
chr6:clu_23735_+	Success	-6.56074996641109e-05	1	1	1	NT5DC1
chr6:clu_23736_+	Success	3.94852434908637	2	0.0192831359679649	0.083574926833247	NT5DC1
chr6:clu_23737_+	Success	2.27264799569298	2	0.103038971762079	0.262048266471905	NT5DC1
chr6:clu_23738_+	Not enough valid samples	NA	NA	NA	NA	DSE
chr6:clu_23739_+	Success	7.40562845082331	5	0.0111999977527401	0.0556657633575521	DSE
chr6:clu_23740_+	Success	25.1050717299586	3	7.20686649142765e-11	3.93389144131905e-09	DSE,Z84488.2
chr6:clu_23741_+	Success	1.36908619110181	4	0.602551654500133	0.777577753358445	DSE,Z84488.2
chr6:clu_23742_+	Success	51.4149152014725	8	1.12584721154194e-18	1.67499882584149e-16	RWDD1
chr6:clu_23743_+	Success	12.9996475950593	5	8.92640738953365e-05	0.00120788709841404	KPNA5
chr6:clu_23744_+	Success	2.98899154677383	5	0.308367158653049	0.520094470728119	KPNA5
chr6:clu_23745_+	Success	0.423923158297725	1	0.357162319140004	0.569859891377259	KPNA5
chr6:clu_23746_+	Success	1.97096569356756	2	0.139322248631351	0.318003479875198	KPNA5
chr6:clu_23747_+	Success	1.93717906404436	2	0.144109901729624	0.324936394432555	DCBLD1
chr6:clu_23748_+	Success	0.868353115608443	1	0.187556710744359	0.383469255773718	DCBLD1
chr6:clu_23749_+	Success	1.12447007152514	2	0.324824555538423	0.537070353458469	DCBLD1
chr6:clu_23750_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DCBLD1
chr6:clu_23751_+	Success	3.51456466192758	2	0.0297607561245939	0.113422769707779	DCBLD1
chr6:clu_23752_+	Success	2.11633443606661	2	0.120472419500017	0.289801782113099	DCBLD1
chr6:clu_23753_+	Success	5.40966688743902	2	0.00447313001899398	0.0282714898078562	DCBLD1
chr6:clu_23754_+	Success	3.78196902147829	3	0.0559381698785014	0.175094846844469	NUS1
chr6:clu_23755_+	Success	0.148431885550963	1	0.585855267687855	0.765450226596333	ASF1A
chr6:clu_23756_+	Not enough valid samples	NA	NA	NA	NA	AL078600.1
chr6:clu_23757_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_23758_+	Success	2.79665052984319	3	0.133163466581876	0.308569965629851	GJA1
chr6:clu_23759_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_23760_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_23761_+	Success	1.51053353308816	2	0.220792146612887	0.424671941663762	HSF2
chr6:clu_23762_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PKIB
chr6:clu_23763_+	Success	0.0146892652030601	1	0.863907946495096	0.951922646236941	FABP7
chr6:clu_23764_+	Success	3.3238568350389	3	0.0840155741552538	0.229417571747051	SMPDL3A
chr6:clu_23765_+	Success	10.5772491672251	6	0.00172094901193063	0.0135120265205265	SMPDL3A
chr6:clu_23766_+	Success	1.04740183667309	2	0.350848126680283	0.563156314137004	SMPDL3A
chr6:clu_23767_+	Success	8.87548825000704	18	0.472167475506869	0.673906593319342	RNF217
chr6:clu_23768_+	Success	0.141412877773973	2	0.86813080577859	0.954370168447198	RNF217
chr6:clu_23769_+	Success	22.3377683403769	3	1.08447446336713e-09	4.84484422621848e-08	TPD52L1
chr6:clu_23770_+	Success	10.579645250582	10	0.0200098006345896	0.0858790394606431	TPD52L1
chr6:clu_23771_+	Success	24.9889591778701	12	1.40964575547607e-06	3.27691415555328e-05	NCOA7
chr6:clu_23772_+	Success	0.283892817298693	3	0.903765857159955	0.975790132754185	NCOA7
chr6:clu_23773_+	Success	1.67294955361922	2	0.18769263888266	0.383673596621911	HINT3
chr6:clu_23774_+	Success	3.03502735507755	2	0.0480733478074512	0.158185595753209	NCOA7
chr6:clu_23775_+	Success	0.257031455747267	1	0.473385322411464	0.675088508124379	NCOA7
chr6:clu_23776_+	Success	3.67648180444348	1	0.00669523000116518	0.0382770906250707	NCOA7
chr6:clu_23777_+	Success	1.97629543848234	2	0.138581671880857	0.316969033854342	NCOA7
chr6:clu_23778_+	Success	2.90274166232666	1	0.0159762759594698	0.0726415265267321	NCOA7
chr6:clu_23779_+	Success	0.279941593489639	1	0.45430731213183	0.660512158227391	NCOA7
chr6:clu_23780_+	Success	0.92444579378116	5	0.869633660024204	0.955220352432753	TRMT11
chr6:clu_23781_+	Success	0.240338635076114	2	0.786361526378627	0.903172213438892	TRMT11
chr6:clu_23782_+	Success	0.0894331488615308	1	0.672349341960933	0.827552655121762	TRMT11
chr6:clu_23783_+	Success	0.641360479113928	2	0.526575541475659	0.718306616281373	TRMT11
chr6:clu_23784_+	Success	0.205900377249691	2	0.813914156610928	0.920924672790509	TRMT11
chr6:clu_23785_+	Success	0.978690166155957	1	0.161793764512274	0.348927801068913	CENPW
chr6:clu_23786_+	Success	0.106044242246583	1	0.645135372915838	0.808998948308723	CENPW
chr6:clu_23787_+	Success	1.59976431285762	1	0.0736594975282759	0.210501773200836	RSPO3
chr6:clu_23788_+	Success	0.00288174500019522	2	0.997122403241246	1	RNF146
chr6:clu_23789_+	Success	11.8659825689101	11	0.0139117858994757	0.0654791488473408	RNF146
chr6:clu_23790_+	Not enough valid samples	NA	NA	NA	NA	NA
chr6:clu_23791_+	Not enough valid samples	NA	NA	NA	NA	NA
chr6:clu_23792_+	Success	4.02615617138781	1	0.0045445611767167	0.0286267976289164	LAMA2
chr6:clu_23793_+	Success	1.79299273964671	2	0.16646124829113	0.355209869852461	LAMA2
chr6:clu_23794_+	Success	0.442051133980385	2	0.642716769948559	0.806883367492623	LAMA2
chr6:clu_23795_+	Success	1.3753430922286	2	0.252752863383803	0.460935338714807	LAMA2
chr6:clu_23796_+	Success	0.449112056279318	1	0.343258338528972	0.555545662544334	LAMA2
chr6:clu_23797_+	Success	87.4735002294801	3	1.08791845038529e-37	7.10188723928044e-35	LAMA2
chr6:clu_23798_+	Success	10.0731169549301	2	4.21988767350196e-05	0.000639111881436365	LAMA2,AL356124.1
chr6:clu_23799_+	Success	3.16829496958962	2	0.0420752764048636	0.144638567045929	LAMA2
chr6:clu_23800_+	Success	7.5671471132955	6	0.0192375344884754	0.0834600590916673	L3MBTL3
chr6:clu_23801_+	Success	2.49949679091606	2	0.0821263149353617	0.226006779302809	L3MBTL3
chr6:clu_23802_+	Success	4.90874518835608	3	0.0201829761050786	0.0863900517426936	L3MBTL3
chr6:clu_23803_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_23804_+	Success	1.56494664668571	6	0.792376209432204	0.90656476897875	TMEM200A
chr6:clu_23805_+	Not enough valid samples	NA	NA	NA	NA	AKAP7
chr6:clu_23806_+	Success	0.223177429257703	4	0.978508792979035	1	AKAP7
chr6:clu_23807_+	Success	5.74694362261243	2	0.0031925234568048	0.0217691852084449	AKAP7
chr6:clu_23808_+	Success	3.395132612201	1	0.00916562900754271	0.0479944850308617	ENPP1
chr6:clu_23809_+	Success	0.00727965906435202	1	0.903958759004176	0.975866649485878	ENPP1
chr6:clu_23810_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENPP1
chr6:clu_23811_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LINC01013
chr6:clu_23812_+	Success	0.0636605989566306	1	0.721225843565043	0.860943837069526	RPS12
chr6:clu_23813_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EYA4
chr6:clu_23814_+	Not enough valid samples	NA	NA	NA	NA	EYA4
chr6:clu_23815_+	Not enough valid samples	NA	NA	NA	NA	EYA4
chr6:clu_23816_+	Success	0.620398825281882	4	0.871336954231607	0.956332780343357	TBPL1
chr6:clu_23817_+	Success	0.658894255311225	2	0.517423156195843	0.711278266423336	TBPL1
chr6:clu_23818_+	Success	3.47837635848737	1	0.00835034532396819	0.0448384246899061	TBPL1
chr6:clu_23819_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LINC00271
chr6:clu_23820_+	Success	5.53756175210378	1	0.000874935921954437	0.00796430715297569	PDE7B
chr6:clu_23821_+	Success	2.16195009906943	1	0.037580692417552	0.133818725187603	PEX7
chr6:clu_23822_+	Success	4.68342967390288	1	0.00220943760405929	0.0164662816032256	PEX7
chr6:clu_23823_+	Success	2.70865303520259	8	0.712183553390635	0.855045242137923	PEX7
chr6:clu_23824_+	Success	-0.0105931972047983	4	1	1	TNFAIP3
chr6:clu_23825_+	Success	0.415766449094463	1	0.361829649744789	0.574131332895608	TNFAIP3
chr6:clu_23826_+	Success	0.986699954126379	1	0.160087442870545	0.346368847071167	TNFAIP3
chr6:clu_23827_+	Success	8.74134625114038	4	0.00155704275875905	0.0124913236871542	HEBP2
chr6:clu_23828_+	Success	0.137863484820855	1	0.59951568853733	0.775631302752127	HEBP2
chr6:clu_23829_+	Success	2.33860635915698	5	0.456528526604113	0.662416782966013	HEBP2
chr6:clu_23830_+	Not enough valid samples	NA	NA	NA	NA	AL590617.2
chr6:clu_23831_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AL590617.2
chr6:clu_23832_+	Success	0.00130023678798352	1	0.959329633304664	1	CCDC28A
chr6:clu_23833_+	Success	5.41069530359528	6	0.0940559307384987	0.246730569805836	ABRACL
chr6:clu_23834_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ABRACL
chr6:clu_23835_+	Not enough valid samples	NA	NA	NA	NA	HECA
chr6:clu_23836_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AL357146.1
chr6:clu_23837_+	Success	2.11876682536376	5	0.51574817517831	0.709874422193959	NA
chr6:clu_23838_+	Not enough valid samples	NA	NA	NA	NA	NA
chr6:clu_23839_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_23840_+	Not enough valid samples	NA	NA	NA	NA	NA
chr6:clu_23841_+	Success	4.10447097916767	2	0.0164987447097334	0.0744990165609242	VTA1
chr6:clu_23842_+	Success	0.0395976463114494	2	0.961176094107894	1	VTA1
chr6:clu_23843_+	Not enough valid samples	NA	NA	NA	NA	AIG1
chr6:clu_23844_+	Success	34.0619919979072	11	2.77257722811123e-10	1.36022128520849e-08	AIG1
chr6:clu_23845_+	Success	10.7765835563305	7	0.00303214786146513	0.0209754178987085	AIG1
chr6:clu_23846_+	Success	1.04001320332463	3	0.555964114126381	0.741633267382316	PEX3
chr6:clu_23847_+	Success	1.5561103318505	2	0.210955022475792	0.41258117504328	PEX3
chr6:clu_23848_+	Success	5.5206611230351	3	0.011504516207231	0.0567718234990279	PHACTR2
chr6:clu_23849_+	Success	7.57156001849398	4	0.0044133984180677	0.0280046370162133	PHACTR2
chr6:clu_23850_+	Success	0.933185854912608	2	0.393298719665757	0.605439838508631	PHACTR2
