cluster_id	annotation	chr	start	end	strand	deltapsi	p.adjust	transcript_ids	min_intron_number	mode_intron_number	gene	biotype	genes_in_cluster	is_first_intron	condition	conditions	num_introns
clu_28417_-	gencode	chr1	113757755	113758659	-	-0.16198360669606	2.38967797981493e-08	ENST00000357783.6,ENST00000393357.6,ENST00000369600.5,ENST00000369604.6,ENST00000369598.5,ENST00000446739.1,ENST00000493212.1	1	2	PHTF1	protein_coding,lncRNA	PHTF1	TRUE	white	beige&white	2
clu_28417_-	fantom_cat	chr1	113757755	113757992	-	0.16198360669606	2.38967797981493e-08	ENCT00000030267.1,FTMT20100064822.1,FTMT20100082089.1,FTMT20100096736.1	1	1	ENSG00000116793.11	NA	PHTF1	TRUE	beige	beige&white	2
clu_28418_-	gencode	chr1	113758733	113759023	-	-0.101634389607845	0.00133987625086435	ENST00000369600.5,ENST00000369604.6,ENST00000369598.5	1	1	PHTF1	protein_coding	PHTF1	TRUE	white	white	1
clu_28446_-	gencode	chr1	115744912	115768308	-	-0.133390192270559	2.53113207746754e-07	ENST00000261448.5	1	1	CASQ2	protein_coding	CASQ2	TRUE	white	white	1
clu_28537_-	gencode	chr1	145873985	145874155	-	0.194241743985594	3.23964522732879e-07	ENST00000355594.9,ENST00000544626.2	7	7	ANKRD35	protein_coding	ANKRD35	FALSE	beige	beige&white	2
clu_28537_-	gencode	chr1	145868400	145871982	-	-0.207955017147873	3.23964522732879e-07	ENST00000355594.9,ENST00000544626.2	8	8	ANKRD35	protein_coding	ANKRD35	FALSE	white	beige&white	2
clu_2861_-	gencode	chr15	85749125	85750242	-	-0.189466350163869	5.47668886395652e-06	ENST00000558375.1	1	1	AC021739.2	lncRNA	AC021739.2,AC021739.3,AC021739.5	TRUE	white	white	1
clu_28685_-	gencode	chr1	153563887	153566702	-	0.113412086170862	0.00440356378954344	ENST00000368709.6	1	1	S100A2	protein_coding	S100A2	TRUE	beige	beige&white	2
clu_28685_-	gencode	chr1	153563887	153565506	-	-0.113412086170862	0.00440356378954344	ENST00000368708.9,ENST00000368707.5	1	1	S100A2	protein_coding	S100A2	TRUE	white	beige&white	2
clu_28797_-	fantom_cat	chr1	155983200	155983470	-	0.161207811638926	1.88660463066966e-15	ENCT00000032846.1	1	1	ENSG00000116584.13	NA	ARHGEF2	TRUE	beige	beige&white	2
clu_28797_-	fantom_cat	chr1	155983200	155983366	-	-0.128349714185765	1.88660463066966e-15	FTMT20100072050.1	1	1	ENSG00000116584.13	NA	ARHGEF2	TRUE	white	beige&white	2
clu_28856_-	gencode	chr1	160283639	160284131	-	0.205539041728434	8.92966467310466e-63	ENST00000462644.5,ENST00000392220.2	1	1	PEX19	nonsense_mediated_decay,protein_coding	PEX19,AL139011.2	TRUE	beige	beige&white	3
clu_28856_-	gencode	chr1	160283639	160285055	-	-0.138496019372168	8.92966467310466e-63	ENST00000532643.5,ENST00000532508.5,ENST00000368072.9,ENST00000524939.1	1	1	PEX19	nonsense_mediated_decay,lncRNA,protein_coding,retained_intron	PEX19,AL139011.2	TRUE	white	beige&white	3
clu_28856_-	gencode	chr1	160283109	160285055	-	-0.112379238759376	8.92966467310466e-63	ENST00000533104.1,ENST00000472750.5,ENST00000556710.6	1	1	PEX19,AL139011.2	lncRNA,nonsense_mediated_decay	PEX19,AL139011.2	TRUE	white	beige&white	3
clu_291_-	gencode	chrX	72302934	72305825	-	0.115402896800721	6.87891757395807e-82	ENST00000651998.1,ENST00000417400.1,ENST00000445983.5	1	1	CITED1	protein_coding	CITED1,AL133500.1,HDAC8	TRUE	beige	beige&white	3
clu_291_-	gencode	chrX	72330076	72351733	-	-0.459900643459232	6.87891757395807e-82	ENST00000648459.1,ENST00000649181.1,ENST00000648850.1,ENST00000648731.1,ENST00000373583.6,ENST00000650471.1,ENST00000373589.9,ENST00000648276.1,ENST00000648939.1,ENST00000373573.9,ENST00000650076.1,ENST00000650604.1,ENST00000647980.1	4	9	HDAC8	protein_coding,nonsense_mediated_decay	CITED1,AL133500.1,HDAC8	FALSE	white	beige&white	3
clu_291_-	gencode	chrX	72302934	72307025	-	0.3813057880031	6.87891757395807e-82	ENST00000373619.7	1	1	CITED1	protein_coding	CITED1,AL133500.1,HDAC8	TRUE	beige	beige&white	3
clu_29110_-	gencode	chr1	209663061	209675222	-	-0.110104801383526	1.02422221276915e-17	ENST00000445272.5	1	1	HSD11B1-AS1	lncRNA	HSD11B1-AS1	TRUE	white	beige&white	2
clu_29110_-	gencode	chr1	209661567	209662911	-	0.133190740285399	1.02422221276915e-17	ENST00000441672.1,ENST00000445272.5	2	2	HSD11B1-AS1	lncRNA	HSD11B1-AS1	FALSE	beige	beige&white	2
clu_29140_-	fantom_cat	chr1	219086660	219092177	-	-0.236837853596274	9.04684366672282e-09	FTMT20100077250.1,ENCT00000037897.1,ENCT00000037923.1,ENCT00000037918.1,ENCT00000037930.1	1	1	ENSG00000228063.1	NA	LYPLAL1-DT	TRUE	white	beige&white	2
clu_29140_-	gencode	chr1	219150031	219156120	-	0.1067121593883	9.04684366672282e-09	ENST00000655283.1,ENST00000669535.1,ENST00000668290.1,ENST00000663684.1,ENST00000441331.2,ENST00000657470.1,ENST00000661230.1,ENST00000670257.1	2	2	LYPLAL1-DT	lncRNA	LYPLAL1-DT	FALSE	beige	beige&white	2
clu_29244_-	gencode	chr1	230912758	230916193	-	-0.149534923092231	0.000870155411391558	ENST00000366661.9,ENST00000366662.8,ENST00000471302.2	3	3	TTC13	protein_coding,retained_intron	TTC13	FALSE	white	beige&white	2
clu_29244_-	cryptic	chr1	230912758	230912886	-	0.144580510610871	0.000870155411391558	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_29260_-	gencode	chr1	233179175	233198939	-	-0.200473626876873	3.46213789846074e-06	ENST00000258229.14,ENST00000488780.6,ENST00000430153.5,ENST00000462233.5,ENST00000475463.6	2	10	PCNX2	protein_coding,nonsense_mediated_decay	PCNX2	FALSE	white	beige&white	2
clu_29260_-	cryptic	chr1	233179175	233179609	-	0.169647628896813	3.46213789846074e-06	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_29302_-	gencode	chr1	236557345	236558237	-	-0.135066939727237	3.27093786955771e-07	ENST00000366582.8,ENST00000366581.6	35	35	HEATR1	protein_coding	HEATR1	FALSE	white	beige&white	2
clu_29302_-	cryptic	chr1	236557345	236557588	-	0.135066939727237	3.27093786955771e-07	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_29312_-	gencode	chr1	243059668	243060419	-	-0.112024660921606	0.0280854586819539	ENST00000627498.2	15	15	LINC01347	lncRNA	LINC01347	FALSE	white	white	1
clu_29334_-	gencode	chr1	246355094	246507054	-	0.161307513729706	7.55207386039255e-06	ENST00000403792.7,ENST00000462422.5,ENST00000490107.6,ENST00000470863.1	1	1	SMYD3	protein_coding,lncRNA	SMYD3	TRUE	beige	beige&white	2
clu_29334_-	gencode	chr1	246355094	246417296	-	-0.142050556606068	7.55207386039255e-06	ENST00000630181.2	1	1	SMYD3	protein_coding	SMYD3	TRUE	white	beige&white	2
clu_29483_+	gencode	chr10	24438479	24473228	+	0.10852695430725	0.000470460882804817	ENST00000376452.7,ENST00000458595.5,ENST00000376454.8,ENST00000376462.5,ENST00000438429.5,ENST00000430453.6,ENST00000376456.8	4	5	KIAA1217	protein_coding	KIAA1217	FALSE	beige	beige&white	2
clu_29483_+	gencode	chr10	24466790	24473228	+	-0.137069854292035	0.000470460882804817	ENST00000396446.5,ENST00000376451.4,ENST00000396445.5	1	1	KIAA1217	protein_coding	KIAA1217	TRUE	white	beige&white	2
clu_29623_+	cryptic	chr10	51699209	51804585	+	0.258580035649675	6.6747380678322e-20	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_29623_+	gencode	chr10	51467836	51804585	+	-0.304292929011422	6.6747380678322e-20	ENST00000643582.1,ENST00000645324.1,ENST00000643704.1,ENST00000373980.10,ENST00000401604.8,ENST00000373976.9	3	3	PRKG1	protein_coding	PRKG1	FALSE	white	beige&white	2
clu_29709_+	refseq	chr10	71965475	72005736	+	-0.14595151145265	0.00221325678535179	rna-XM_006718075.5	1	1	CHST3	NA	CHST3	TRUE	white	beige&white	2
clu_29709_+	gencode	chr10	71964694	72005736	+	0.153345326654996	0.00221325678535179	ENST00000373115.5	1	1	CHST3	protein_coding	CHST3	TRUE	beige	beige&white	2
clu_29834_+	gencode	chr10	91220836	91222689	+	0.148555460489991	2.00403982470849e-05	ENST00000496708.1,ENST00000490164.1,ENST00000336126.6	1	1	PCGF5	lncRNA,protein_coding	PCGF5	TRUE	beige	beige&white	2
clu_29834_+	gencode	chr10	91163081	91222689	+	-0.158521192171628	2.00403982470849e-05	ENST00000614189.4	1	1	PCGF5	protein_coding	PCGF5	TRUE	white	beige&white	2
clu_29884_+	gencode	chr10	96057000	96057088	+	-0.112912529060726	0.0159696952231772	ENST00000465148.3	4	4	CCNJ	protein_coding	CCNJ	FALSE	white	white	1
clu_29885_+	gencode	chr10	96130118	96132586	+	0.10770984114865	0.0138983674150335	ENST00000624776.3,ENST00000478086.5,ENST00000563195.1,ENST00000539666.5	1	1	ZNF518A	protein_coding,lncRNA	ZNF518A	TRUE	beige	beige	1
clu_29976_+	gencode	chr10	102450022	102450187	+	0.250700017385372	5.04513700862295e-11	ENST00000663480.1,ENST00000494270.7,ENST00000669625.1,ENST00000473970.3,ENST00000492465.2	1	1	RPARP-AS1	lncRNA	RPARP-AS1	TRUE	beige	beige&white	2
clu_29976_+	cryptic	chr10	102449750	102450187	+	-0.250700017385372	5.04513700862295e-11	Unknown	NA	NA	NA	Unknown	NA	NA	white	beige&white	2
clu_30022_+	gencode	chr10	110008299	110100625	+	0.116953432404116	1.28717342781819e-50	ENST00000475954.5,ENST00000487085.5,ENST00000497125.5,ENST00000356080.9,ENST00000277900.12	1	1	ADD3	lncRNA,protein_coding	ADD3	TRUE	beige	beige	1
clu_30026_+	gencode	chr10	110226283	110228189	+	0.152708055420462	8.72871640984023e-09	ENST00000460667.5,ENST00000239007.11,ENST00000393134.5	1	1	MXI1	nonsense_mediated_decay,protein_coding	MXI1	TRUE	beige	beige&white	2
clu_30026_+	gencode	chr10	110208082	110228189	+	-0.16949531460168	8.72871640984023e-09	ENST00000453116.5,ENST00000332674.9	1	1	MXI1	protein_coding	MXI1	TRUE	white	beige&white	2
clu_30075_+	gencode	chr10	119819539	119820846	+	-0.107512809988831	0.000131141617722503	ENST00000637174.1,ENST00000631572.1,ENST00000631485.1,ENST00000650409.1	1	1	INPP5F	protein_coding	INPP5F	TRUE	white	beige&white	2
clu_30075_+	gencode	chr10	119811955	119820846	+	0.122225322030196	0.000131141617722503	ENST00000648621.1,ENST00000649297.1,ENST00000647933.1,ENST00000649251.1,ENST00000648262.1,ENST00000648515.1,ENST00000649957.1,ENST00000649454.1,ENST00000650623.2,ENST00000650305.1,ENST00000647699.1,ENST00000648661.1,ENST00000649742.1	13	15	INPP5F	nonsense_mediated_decay,protein_coding	INPP5F	FALSE	beige	beige&white	2
clu_30097_+	gencode	chr10	122050550	122082647	+	0.135198690708873	4.43000557342599e-10	ENST00000515273.5,ENST00000369005.6,ENST00000515603.5,ENST00000453444.6,ENST00000334433.7	2	3	TACC2	protein_coding	TACC2	FALSE	beige	beige&white	2
clu_30097_+	gencode	chr10	122113233	122132609	+	-0.146289821310067	4.43000557342599e-10	ENST00000369001.5	1	1	TACC2	protein_coding	TACC2	TRUE	white	beige&white	2
clu_30271_+	cryptic	chr15	30545967	30553792	+	-0.137084952845919	1.9218716387075e-07	Unknown	NA	NA	NA	Unknown	NA	NA	white	white	1
clu_30458_+	gencode	chr15	50355765	50356100	+	-0.129170797302256	0.00137602536742007	ENST00000560359.1,ENST00000648591.1,ENST00000659570.1	1	1	GABPB1-AS1	lncRNA	GABPB1-AS1	TRUE	white	beige&white	2
clu_30458_+	gencode	chr15	50355545	50370332	+	0.105723859063757	0.00137602536742007	ENST00000668321.1	1	1	GABPB1-AS1	lncRNA	GABPB1-AS1	TRUE	beige	beige&white	2
clu_30488_+	gencode	chr15	57219590	57231152	+	-0.104192147709623	2.65929973232004e-06	ENST00000560764.5,ENST00000537840.5,ENST00000543579.5,ENST00000343827.7	1	1	TCF12	lncRNA,protein_coding	TCF12	TRUE	white	beige&white	2
clu_30488_+	gencode	chr15	57197825	57231152	+	0.104192147709623	2.65929973232004e-06	ENST00000561346.5,ENST00000559609.5,ENST00000438423.6,ENST00000557843.5,ENST00000333725.9,ENST00000267811.9,ENST00000560887.1	4	8	TCF12	lncRNA,protein_coding	TCF12	FALSE	beige	beige&white	2
clu_30508_+	cryptic	chr15	62570852	62589687	+	0.243468480225295	2.04161744736525e-34	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige	1
clu_30571_+	gencode	chr15	67066360	67164895	+	0.104123672415081	3.99882419673898e-12	ENST00000327367.9	1	1	SMAD3	protein_coding	SMAD3	TRUE	beige	beige	1
clu_30595_+	refseq	chr15	69305600	69337341	+	0.163899552739602	1.4747112418715e-05	rna-XM_047432749.1	2	2	PAQR5	NA	PAQR5	FALSE	beige	beige&white	2
clu_30595_+	gencode	chr15	69299056	69337341	+	-0.163899552739602	1.4747112418715e-05	ENST00000558684.5,ENST00000395407.7	1	1	PAQR5	protein_coding	PAQR5	TRUE	white	beige&white	2
clu_30703_+	gencode	chr15	80059809	80120328	+	0.12566943906183	8.39172816686557e-09	ENST00000564367.5,ENST00000561060.5,ENST00000558494.5	1	1	ZFAND6	protein_coding	ZFAND6	TRUE	beige	beige	1
clu_30783_+	gencode	chr15	85620172	85639374	+	-0.123136106295476	5.80755970844861e-05	ENST00000394510.6,ENST00000560676.5	1	1	AKAP13	protein_coding	AKAP13	TRUE	white	beige&white	2
clu_30783_+	gencode	chr15	85585823	85639374	+	0.132107996286654	5.80755970844861e-05	ENST00000394518.6,ENST00000560340.5,ENST00000559362.5,ENST00000361243.6	2	8	AKAP13	protein_coding	AKAP13	FALSE	beige	beige&white	2
clu_30833_+	gencode	chr15	90871605	90875582	+	-0.178421429838816	0.0011812117530807	ENST00000610579.4	1	1	FURIN	protein_coding	FURIN	TRUE	white	beige&white	2
clu_30833_+	gencode	chr15	90873098	90875582	+	0.128882470629829	0.0011812117530807	ENST00000618099.4,ENST00000559353.5	1	1	FURIN	protein_coding	FURIN	TRUE	beige	beige&white	2
clu_30897_+	gencode	chr15	99251541	99255898	+	-0.127710515109071	2.65393604231617e-14	ENST00000561253.5,ENST00000558500.5,ENST00000559433.5,ENST00000301981.8,ENST00000558471.5,ENST00000558879.5,ENST00000560213.1,ENST00000561276.5,ENST00000559399.5,ENST00000447360.6,ENST00000558172.5	1	1	LRRC28	nonsense_mediated_decay,lncRNA,protein_coding,retained_intron	LRRC28	TRUE	white	white	1
clu_30968_+	gencode	chr2	11773745	11779519	+	-0.213414203596714	2.77721416792631e-57	ENST00000425416.6,ENST00000256720.6	5	5	LPIN1	protein_coding	LPIN1	FALSE	white	white	1
clu_31057_+	gencode	chr2	27929908	27987993	+	0.223430490372735	8.74997772934429e-11	ENST00000603461.1,ENST00000361704.6,ENST00000344773.6,ENST00000604932.1,ENST00000448427.1,ENST00000379632.6,ENST00000436924.5,ENST00000379629.7,ENST00000379624.5,ENST00000342045.6	2	2	BABAM2,MRPL33	lncRNA,protein_coding,non_stop_decay,nonsense_mediated_decay	MRPL33,BABAM2	FALSE	beige	beige&white	2
clu_31057_+	cryptic	chr2	27967443	27987993	+	-0.206957552500053	8.74997772934429e-11	Unknown	NA	NA	NA	Unknown	NA	NA	white	beige&white	2
clu_31202_+	gencode	chr2	46828084	46855923	+	-0.101063089314219	1.26098695293203e-05	ENST00000490950.5	1	1	LINC01119	lncRNA	LINC01119	TRUE	white	white	1
clu_31216_+	gencode	chr2	48530829	48580587	+	-0.118487805704029	3.17141676661634e-40	ENST00000406226.1	2	2	STON1	protein_coding	STON1,STON1-GTF2A1L	FALSE	white	beige&white	3
clu_31216_+	gencode	chr2	48569086	48580587	+	0.393740037849914	3.17141676661634e-40	ENST00000394754.5	1	1	STON1-GTF2A1L	protein_coding	STON1,STON1-GTF2A1L	TRUE	beige	beige&white	3
clu_31216_+	gencode	chr2	48530216	48580587	+	-0.220482998016936	3.17141676661634e-40	ENST00000404752.5	1	1	STON1	protein_coding	STON1,STON1-GTF2A1L	TRUE	white	beige&white	3
clu_31226_+	gencode	chr2	53768021	53771907	+	-0.12909737296201	9.72607544316825e-05	ENST00000295304.5	1	1	CHAC2	protein_coding	CHAC2	TRUE	white	white	1
clu_31236_+	gencode	chr2	54456518	54526372	+	0.11146303239254	9.90576031067671e-08	ENST00000615901.4,ENST00000356805.9	1	1	SPTBN1	protein_coding	SPTBN1	TRUE	beige	beige	1
clu_31282_+	gencode	chr2	62196355	62222212	+	-0.124384145542249	9.83388150207025e-08	ENST00000301998.5	1	1	B3GNT2	protein_coding	B3GNT2,COMMD1	TRUE	white	beige&white	2
clu_31282_+	gencode	chr2	62215615	62222212	+	0.143070428332039	9.83388150207025e-08	ENST00000405767.1	1	1	B3GNT2	protein_coding	B3GNT2,COMMD1	TRUE	beige	beige&white	2
clu_31283_+	gencode	chr2	62706052	62706897	+	-0.109964556767317	3.85369617960544e-36	ENST00000431489.5,ENST00000263991.9	1	1	EHBP1	protein_coding	EHBP1	TRUE	white	beige&white	3
clu_31283_+	gencode	chr2	62705736	62706897	+	-0.168201790243538	3.85369617960544e-36	ENST00000405482.5,ENST00000472809.5,ENST00000494958.1	1	1	EHBP1	protein_coding,retained_intron	EHBP1	TRUE	white	beige&white	3
clu_31283_+	refseq	chr2	62698949	62706897	+	0.271264942374933	3.85369617960544e-36	rna-XM_047443748.1,rna-XM_047443745.1	1	1	EHBP1	NA	EHBP1	TRUE	beige	beige&white	3
clu_31289_+	gencode	chr2	62979335	62990716	+	0.116171558216651	2.0574064351001e-21	ENST00000431489.5,ENST00000496857.5,ENST00000405015.7,ENST00000491965.1	1	15	EHBP1	protein_coding,lncRNA,retained_intron	EHBP1	TRUE	beige	beige	1
clu_31302_+	gencode	chr2	64990170	65001448	+	-0.112648308520861	0.000184880791769538	ENST00000234256.4	1	1	SLC1A4	protein_coding	SLC1A4	TRUE	white	white	1
clu_31357_+	gencode	chr2	71331875	71355719	+	-0.112187466269635	1.14708274346731e-08	ENST00000464375.5	1	1	ZNF638	protein_coding	ZNF638	TRUE	white	white	1
clu_31442_+	gencode	chr2	85561644	85579009	+	0.117718938797907	0.000349043416415407	ENST00000432071.1	1	1	VAMP8	protein_coding	VAMP8	TRUE	beige	beige&white	2
clu_31442_+	gencode	chr2	85577649	85579009	+	-0.131458422193137	0.000349043416415407	ENST00000409760.1,ENST00000263864.10	1	1	VAMP8	protein_coding	VAMP8	TRUE	white	beige&white	2
clu_31499_+	refseq	chr2	95789764	95792160	+	0.120916234562519	0.00870404098129835	rna-NM_001422178.1,rna-NM_001422179.1	1	1	LOC128966744	NA	GPAT2P1	TRUE	beige	beige&white	2
clu_31499_+	gencode	chr2	95789728	95792160	+	-0.120916234562519	0.00870404098129835	ENST00000471661.5	1	1	GPAT2P1	retained_intron	GPAT2P1	TRUE	white	beige&white	2
clu_31501_+	gencode	chr2	96015325	96019201	+	-0.107989160541938	0.0386249714284121	ENST00000427863.1,ENST00000607780.5	2	2	FAHD2CP	transcribed_unprocessed_pseudogene,lncRNA	FAHD2CP	FALSE	white	white	1
clu_31585_+	gencode	chr2	102737013	102762587	+	-0.153591600625512	9.03957864817045e-11	ENST00000469971.5,ENST00000409528.5,ENST00000639249.1,ENST00000488134.5	1	1	TMEM182	lncRNA,protein_coding	TMEM182	TRUE	white	beige&white	2
clu_31585_+	gencode	chr2	102762349	102762587	+	0.131388806480129	9.03957864817045e-11	ENST00000412401.3,ENST00000640575.2	1	1	TMEM182	protein_coding	TMEM182	TRUE	beige	beige&white	2
clu_31616_+	gencode	chr2	109432671	109436893	+	-0.298248979535145	3.76789942971006e-14	ENST00000309415.8	6	6	SH3RF3	protein_coding	SH3RF3	FALSE	white	beige&white	2
clu_31616_+	fantom_cat	chr2	109436807	109436893	+	0.249114217586407	3.76789942971006e-14	HBMT00000774657.1,HBMT00000774658.1	1	1	ENSG00000172985.8	NA	SH3RF3	TRUE	beige	beige&white	2
clu_3170_+	gencode	chr18	50968114	50974397	+	-0.103601081456279	4.92516565405912e-09	ENST00000269466.8,ENST00000588256.1,ENST00000588577.5,ENST00000591429.1,ENST00000590722.2	1	1	ELAC1,AC091551.1	protein_coding,lncRNA,nonsense_mediated_decay	ELAC1,AC091551.1	TRUE	white	beige&white	2
clu_3170_+	gencode	chr18	50968114	50968432	+	0.103601081456279	4.92516565405912e-09	ENST00000586966.2	1	1	ELAC1	lncRNA	ELAC1,AC091551.1	TRUE	beige	beige&white	2
clu_31747_+	gencode	chr2	131751585	131766619	+	0.110064240342214	0.0107032407995618	ENST00000657415.1,ENST00000624391.3	3	3	C2orf27A	lncRNA	C2orf27A,AC093724.3	FALSE	beige	beige&white	2
clu_31747_+	gencode	chr2	131758537	131766619	+	-0.100459917237962	0.0107032407995618	ENST00000481510.1	1	1	AC093724.3	lncRNA	C2orf27A,AC093724.3	TRUE	white	beige&white	2
clu_31792_+	gencode	chr2	148483436	148485742	+	0.144311215848052	0.00341168365550937	ENST00000407073.5,ENST00000629878.2,ENST00000638043.2,ENST00000642680.1,ENST00000628572.2	2	9	MBD5	protein_coding,nonsense_mediated_decay	MBD5	FALSE	beige	beige&white	2
clu_31792_+	gencode	chr2	148484135	148485742	+	-0.144311215848052	0.00341168365550937	ENST00000416015.2,ENST00000404807.5	2	2	MBD5	protein_coding	MBD5	FALSE	white	beige&white	2
clu_31811_+	cryptic	chr2	152433495	152521943	+	0.220564369812855	1.92347837793407e-14	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_31811_+	gencode	chr2	152335720	152521943	+	-0.219501065186729	1.92347837793407e-14	ENST00000288670.14	1	1	FMNL2	protein_coding	FMNL2	TRUE	white	beige&white	2
clu_31869_+	cryptic	chr2	169808765	169808860	+	0.109151129366714	7.49033918557445e-05	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_31869_+	gencode	chr2	169808553	169808860	+	-0.109151129366714	7.49033918557445e-05	ENST00000260956.9,ENST00000474273.5,ENST00000409333.1,ENST00000470621.1	1	7	SSB	protein_coding,retained_intron	SSB	TRUE	white	beige&white	2
clu_3204_+	gencode	chr18	62232427	62244764	+	0.125595218017224	0.0286674283383936	ENST00000587725.5,ENST00000644646.1,ENST00000591227.1,ENST00000256858.10,ENST00000398130.6	3	10	RELCH	non_stop_decay,protein_coding,lncRNA	RELCH	FALSE	beige	beige	1
clu_32200_+	gencode	chr2	218271549	218272570	+	-0.186868211015441	2.32393760649473e-05	ENST00000469689.1,ENST00000248451.7	1	1	PNKD	retained_intron,protein_coding	PNKD	TRUE	white	beige&white	2
clu_32200_+	gencode	chr2	218323431	218339783	+	0.183093649287976	2.32393760649473e-05	ENST00000258362.7	1	1	PNKD	protein_coding	PNKD	TRUE	beige	beige&white	2
clu_32217_+	gencode	chr2	218685228	218688697	+	0.105286831782721	0.0243265805758614	ENST00000392105.7,ENST00000470568.1,ENST00000440309.5,ENST00000295709.8	1	11	STK36	protein_coding,retained_intron	STK36	TRUE	beige	beige	1
clu_32273_+	fantom_cat	chr2	222688522	222694362	+	-0.118401004044655	0.00127638255763485	FTMT20700027657.1,MICT00000208559.1,MICT00000208562.1	2	2	ENSG00000124003.9	NA	MOGAT1	FALSE	white	white	1
clu_32283_+	fantom_cat	chr2	226796559	226807486	+	-0.106132107698698	0.0319914216561519	ENCT00000236649.1,HBMT00000791442.1,FTMT20700049947.1	1	1	ENSG00000272622.1	NA	AC010735.2	TRUE	white	white	1
clu_3239_+	gencode	chr18	76928106	76937156	+	-0.110521010263018	0.0283418282330662	ENST00000253159.12,ENST00000320610.13	25	25	ZNF236	protein_coding	ZNF236	FALSE	white	white	1
clu_32408_+	gencode	chr2	238848733	238909842	+	-0.320945193309451	3.37660496384084e-38	ENST00000612363.2	1	1	TWIST2	protein_coding	TWIST2	TRUE	white	beige&white	2
clu_32408_+	cryptic	chr2	238909563	238909842	+	0.400903784836818	3.37660496384084e-38	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_32499_-	gencode	chr6	3283975	3285079	-	0.103009742128165	6.42952220351855e-13	ENST00000406686.7,ENST00000490273.5,ENST00000467177.5,ENST00000485307.5,ENST00000497691.5,ENST00000380302.8	8	8	SLC22A23	protein_coding,nonsense_mediated_decay	SLC22A23	FALSE	beige	beige	1
clu_32518_-	gencode	chr6	5109491	5132718	-	0.135134756629712	5.06459932939063e-63	ENST00000458438.2	1	1	LYRM4	lncRNA	LYRM4	TRUE	beige	beige	1
clu_32587_-	gencode	chr6	18263996	18264385	-	0.11659161809163	0.00217789784343356	ENST00000505224.5,ENST00000515742.2,ENST00000651624.1,ENST00000244776.11,ENST00000652689.1,ENST00000507591.2,ENST00000515770.2	1	1	DEK	nonsense_mediated_decay,protein_coding	DEK	TRUE	beige	beige&white	2
clu_32587_-	gencode	chr6	18263996	18264098	-	-0.11659161809163	0.00217789784343356	ENST00000652576.1	1	1	DEK	protein_coding	DEK	TRUE	white	beige&white	2
clu_32645_-	cryptic	chr6	29830077	29928719	-	-0.165480844457707	0.012382131277983	Unknown	NA	NA	NA	Unknown	NA	NA	white	beige&white	2
clu_32645_-	cryptic	chr6	29830077	29944762	-	0.165480844457707	0.012382131277983	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_32650_-	gencode	chr6	30296237	30326354	-	-0.100082032971168	7.17493948648736e-19	ENST00000659132.1,ENST00000666294.1,ENST00000653301.1,ENST00000412685.7,ENST00000659836.1,ENST00000426882.6,ENST00000665953.1	1	1	HCG18	lncRNA	HCG18,HCG17	TRUE	white	beige&white	2
clu_32650_-	gencode	chr6	30296237	30326151	-	0.10418419342688	7.17493948648736e-19	ENST00000602550.5,ENST00000668974.1,ENST00000449544.6,ENST00000654915.1,ENST00000454269.6	1	1	HCG18	lncRNA	HCG18,HCG17	TRUE	beige	beige&white	2
clu_3281_-	cryptic	chr3	9330596	9330762	-	0.103933844891277	5.1110430637581e-10	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige	1
clu_32871_-	cryptic	chr6	42246544	42249370	-	0.107917130150507	0.00419794427809424	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_32871_-	gencode	chr6	42246544	42254851	-	-0.107917130150507	0.00419794427809424	ENST00000354325.2,ENST00000372922.8,ENST00000340840.6,ENST00000541110.5,ENST00000372917.8	11	11	TRERF1	protein_coding	TRERF1	FALSE	white	beige&white	2
clu_32970_-	gencode	chr6	56670807	56692388	-	0.107234789425336	0.0242347927957955	ENST00000521104.1,ENST00000652573.1	1	1	DST	retained_intron,protein_coding	DST	TRUE	beige	beige&white	2
clu_32970_-	gencode	chr6	56670807	56699653	-	-0.107234789425336	0.0242347927957955	ENST00000449297.6,ENST00000523817.1,ENST00000312431.10,ENST00000523967.5,ENST00000522538.5,ENST00000370788.6,ENST00000421834.6,ENST00000361203.7,ENST00000520645.5,ENST00000521821.1,ENST00000650917.1	5	5	DST	protein_coding,retained_intron,lncRNA	DST	FALSE	white	beige&white	2
clu_32971_-	gencode	chr6	56735289	56851397	-	-0.110558213510041	0.00019678542020178	ENST00000523967.5,ENST00000312431.10,ENST00000517937.1,ENST00000449297.6,ENST00000650917.1,ENST00000520645.5	1	2	DST	retained_intron,protein_coding	DST	TRUE	white	beige&white	2
