in_trifid	intron_coords	condition	deltapsi	p.adjust	gene	cluster_id	annotation	mean_trifid_score	mean_norm_score	median_norm_score	transcripts	transcript_names	sig
in_trifid	chr6:169430712:169433323:-	beige	0.12184791160686	0.00897505150526562	AL031315.1	clu_33477_-	gencode	0.07975	0.1595	0.1595	ENST00000648086,ENST00000649579	AL031315.1-201,AL031315.1-203	sig_beige
in_trifid	chr11:10455448:10461515:+	white	-0.121843674551848	0.00174225534756611	AMPD3	clu_38363_+	gencode	0.314733333333333	0.323933333333333	0.0065	ENST00000396553,ENST00000529834,ENST00000524866	AMPD3-202,AMPD3-211,AMPD3-205	sig_white
in_trifid	chr1:113758733:113759772:-	beige	0.121806733797101	0.00139990560704265	PHTF1	clu_28418_-	refseq	0.9619	1	1	NM_001323042	NA	sig_beige
in_trifid	chr8:119593860:119600678:-	beige	0.121388871426204	2.21413095988593e-17	ENPP2	clu_8953_-	gencode	0.789333333333333	0.8893	0.9241	ENST00000522826,ENST00000075322,ENST00000427067	ENPP2-208,ENPP2-201,ENPP2-203	sig_beige
in_trifid	chr17:17850952:17861476:-	white	-0.121226891476122	9.30504453759111e-11	TOM1L2	clu_19613_-	gencode	0.23826	0.24102	0.0773	ENST00000379504,ENST00000318094,ENST00000395739,ENST00000581396,ENST00000478943	TOM1L2-202,TOM1L2-201,TOM1L2-203,TOM1L2-214,TOM1L2-205	sig_white
in_trifid	chr19:3061257:3062174:-	white	-0.120921934652303	0.000156773672655658	TLE5	clu_7080_-	gencode	0.44975	0.5	0.5	ENST00000327141,ENST00000585557	TLE5-202,TLE5-203	sig_white
in_trifid	chr12:32534498:32564137:+	white	-0.120641080651753	1.03118679012419e-06	FGD4	clu_10690_+	gencode	0.7167	0.9034	0.9034	ENST00000525053	FGD4-210	sig_white
in_trifid	chr1:161750145:161751668:+	white	-0.120497043198133	1.29167513394381e-27	DUSP12	clu_14521_+	gencode	0.7361	1	1	ENST00000367943	DUSP12-201	sig_white
in_trifid	chr7:81997235:82005423:-	beige	0.120383005226403	0.000527481404765104	CACNA2D1	clu_35828_-	refseq	0.53125	0.559075	0.56765	XM_047420820,XM_047420822,XM_005250572,XM_005250574	NA,NA,NA,NA	sig_beige
in_trifid	chr11:36446440:36451209:+	white	-0.120311403401865	0.0373169595235932	PRR5L	clu_38492_+	gencode	0.79125	0.9871	0.9871	ENST00000378867,ENST00000530639	PRR5L-201,PRR5L-216	sig_white
in_trifid	chr17:29568548:29569018:+	beige	0.120140707073972	2.47916987674473e-09	TP53I13	clu_34539_+	gencode	0.0101666666666667	0.0203	0.0206	ENST00000582829,ENST00000583940,ENST00000577934	TP53I13-210,TP53I13-211,TP53I13-203	sig_beige
in_trifid	chr10:110006151:110100625:+	white	-0.120073947059371	5.05810678940248e-51	ADD3	clu_30022_+	gencode	0.9244	0.9308	0.9308	ENST00000360162	ADD3-203	sig_white
in_trifid	chr19:3061257:3062700:-	beige	0.120058598071739	0.000156773672655658	TLE5	clu_7080_-	gencode	0.223	0.2479	0.2479	ENST00000221561,ENST00000586742	TLE5-201,TLE5-206	sig_beige
in_trifid	chr12:116911355:116928023:+	white	-0.120043825355469	0.0418442170526186	FBXW8	clu_11348_+	gencode	0.9498	1	1	ENST00000652555	FBXW8-204	sig_white
in_trifid	chr6:136038528:136108731:+	white	-0.119833086099561	0.00813774599638395	PDE7B	clu_23820_+	gencode	0.7918	1	1	ENST00000615259	PDE7B-203	sig_white
in_trifid	chr6:135947524:136108731:+	beige	0.119833086099561	0.00813774599638395	PDE7B	clu_23820_+	gencode	0.7427	0.938	0.938	ENST00000308191	PDE7B-201	sig_beige
in_trifid	chr19:2039856:2040134:-	beige	0.119721333430886	0.00193537771503147	MKNK2	clu_7040_-	gencode	0.314333333333333	0.333633333333333	9e-04	ENST00000250896,ENST00000589441,ENST00000586828	MKNK2-201,MKNK2-208,MKNK2-205	sig_beige
in_trifid	chr19:45713573:45717265:-	beige	0.119635197265838	1.39558761170087e-08	FBXO46	clu_7827_-	refseq	0.287	0.5739	0.5739	XM_047438539	NA	sig_beige
in_trifid	chr10:119819539:119820846:+	white	-0.119421159116006	5.03818062067916e-05	INPP5F	clu_30075_+	gencode	0.02165	0.023375	0.00015	ENST00000650409,ENST00000637174,ENST00000631485,ENST00000631572	INPP5F-220,INPP5F-206,INPP5F-203,INPP5F-205	sig_white
in_trifid	chr1:113758733:113759023:-	white	-0.119396865876198	0.00139990560704265	PHTF1	clu_28418_-	gencode	0.529233333333333	0.5788	0.5697	ENST00000369604,ENST00000369598,ENST00000369600	PHTF1-204,PHTF1-202,PHTF1-203	sig_white
in_trifid	chr3:33592496:33602952:-	white	-0.119166074144674	9.60257897135013e-06	CLASP2	clu_3423_-	refseq	0.479536842105263	0.613889473684211	0.8073	NM_001365633,NM_001375703,NM_001375713,NM_001400433,NM_001400406,XM_047447758,XM_047447761,NM_001375705,NM_001365634,XM_047447760,XM_017005960,NM_001365630,XM_011533515,XM_017005949,NM_001400437,XM_047447759,XM_047447763,XM_047447764,NM_001400436	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	sig_white
in_trifid	chr17:34959650:34961257:-	beige	0.118918803680351	0.00049905110771568	CCT6B	clu_19766_-	gencode	0.367266666666667	0.368266666666667	0.0807	ENST00000314144,ENST00000421975,ENST00000436961	CCT6B-201,CCT6B-202,CCT6B-203	sig_beige
in_trifid	chr11:112016796:112017777:+	white	-0.118849465368142	4.20740473920874e-19	DIXDC1	clu_39188_+	gencode	0.7654	0.7949	0.7949	ENST00000440460,ENST00000615255	DIXDC1-201,DIXDC1-208	sig_white
in_trifid	chr8:9141668:9150563:-	white	-0.118806757551488	0.000249951701159079	PPP1R3B	clu_8508_-	gencode	0.7265	1	1	ENST00000310455	PPP1R3B-201	sig_white
in_trifid	chr11:35190065:35214852:+	white	-0.118756364084207	2.12231776361399e-69	CD44	clu_38484_+	gencode	0.136466666666667	0.202	0.1071	ENST00000263398,ENST00000442151,ENST00000425428	CD44-201,CD44-211,CD44-207	sig_white
in_trifid	chr1:89633322:89686470:+	white	-0.118332127134644	1.08690665130918e-22	LRRC8C,AC093423.3	clu_13899_+	gencode	0.4079	0.507566666666667	0.5227	ENST00000370454,ENST00000370453,ENST00000482063	LRRC8C-201,AC093423.3-201,LRRC8C-204	sig_white
in_trifid	chr11:129123530:129124803:-	beige	0.118314547086964	6.7454362743811e-05	ARHGAP32	clu_2136_-	gencode	0.38	0.7266	0.7266	ENST00000310343,ENST00000524655	ARHGAP32-201,ARHGAP32-203	sig_beige
in_trifid	chr10:24438479:24473228:+	beige	0.118223000206011	0.000490190276944195	KIAA1217	clu_29483_+	gencode	0.2209	0.441828571428571	0.4622	ENST00000376454,ENST00000458595,ENST00000376462,ENST00000376452,ENST00000430453,ENST00000438429,ENST00000376456	KIAA1217-204,KIAA1217-211,KIAA1217-206,KIAA1217-203,KIAA1217-209,KIAA1217-210,KIAA1217-205	sig_beige
in_trifid	chr7:128403754:128405767:-	white	-0.11816627790506	4.00603998467593e-31	IMPDH1	clu_36127_-	gencode	0.25198	0.36984	0.2286	ENST00000470772,ENST00000626419,ENST00000348127,ENST00000338791,ENST00000354269,ENST00000480861,ENST00000496200,ENST00000484496,ENST00000469328,ENST00000473463	IMPDH1-208,IMPDH1-217,IMPDH1-202,IMPDH1-201,IMPDH1-203,IMPDH1-210,IMPDH1-214,IMPDH1-211,IMPDH1-207,IMPDH1-209	sig_white
in_trifid	chr17:7857198:7857383:-	beige	0.117797475376327	7.31078901859381e-17	NAA38	clu_19494_-	gencode	0.45995	0.62775	0.62775	ENST00000575771,ENST00000575071	NAA38-205,NAA38-203	sig_beige
in_trifid	chr10:67956976:67966683:-	white	-0.117792255532884	3.01962703258556e-10	HERC4	clu_37696_-	gencode	0.3381	0.3408	0.0224	ENST00000373700,ENST00000427635,ENST00000473533	HERC4-202,HERC4-206,HERC4-209	sig_white
in_trifid	chr15:57219590:57231152:+	white	-0.117694456076081	2.75125533919242e-06	TCF12	clu_30488_+	gencode	0.506233333333333	0.5095	0.6809	ENST00000543579,ENST00000343827,ENST00000537840	TCF12-206,TCF12-203,TCF12-205	sig_white
in_trifid	chr15:57197825:57231152:+	beige	0.11769445607608	2.75125533919242e-06	TCF12	clu_30488_+	gencode	0.79072	0.7958	0.9844	ENST00000333725,ENST00000438423,ENST00000267811,ENST00000557843,ENST00000559609	TCF12-202,TCF12-204,TCF12-201,TCF12-207,TCF12-212	sig_beige
in_trifid	chr12:3713317:3732942:-	white	-0.117373693532915	0.0496816197736793	CRACR2A	clu_24959_-	gencode	0.2899	0.5582	0.5582	ENST00000440314,ENST00000252322	CRACR2A-203,CRACR2A-201	sig_white
in_trifid	chr22:20717778:20718693:-	white	-0.117292526911217	1.30690727501479e-05	PI4KA	clu_653_-	gencode	0.41345	0.5007	0.5007	ENST00000255882,ENST00000399213	PI4KA-201,PI4KA-202	sig_white
in_trifid	chr4:159268215:159304342:+	beige	0.117216227838021	8.87794137074662e-10	RAPGEF2	clu_40123_+	gencode	0.6754	1	1	ENST00000264431	RAPGEF2-201	sig_beige
in_trifid	chr3:141402449:141403927:+	beige	0.117151602244919	1.56953605209338e-13	ZBTB38	clu_18942_+	gencode	0.00485	0.00975	0.00975	ENST00000510338,ENST00000504673	ZBTB38-211,ZBTB38-204	sig_beige
in_trifid	chr7:102396537:102397620:+	beige	0.117102518196858	8.89151411195498e-16	PRKRIP1	clu_40903_+	gencode	0.64905	0.9392	0.9392	ENST00000397912,ENST00000496391	PRKRIP1-201,PRKRIP1-208	sig_beige
in_trifid	chr17:39912497:39917082:-	white	-0.117049460852254	1.49789326666134e-05	GSDMB	clu_19881_-	gencode	0.173911111111111	0.290577777777778	0.1683	ENST00000360317,ENST00000418519,ENST00000520542,ENST00000394179,ENST00000309481,ENST00000394175,ENST00000522564,ENST00000523371,ENST00000524039	GSDMB-202,GSDMB-205,GSDMB-212,GSDMB-204,GSDMB-201,GSDMB-203,GSDMB-213,GSDMB-214,GSDMB-215	sig_white
in_trifid	chr17:15260761:15265154:-	beige	0.116906280011836	2.49902889658141e-30	PMP22	clu_19554_-	gencode	0.3606	0.52775	0.52775	ENST00000312280,ENST00000646419	PMP22-201,PMP22-212	sig_beige
in_trifid	chr3:42621516:42630546:+	beige	0.116828056433245	0.0020951561239009	NKTR	clu_18401_+	gencode	0.7095	1	1	ENST00000232978	NKTR-201	sig_beige
in_trifid	chr1:146960006:146960109:+	beige	0.11682109227711	1.06739076603311e-10	NBPF12	clu_14195_+	gencode	0.19002	0.38	0.0727	ENST00000617931,ENST00000617844,ENST00000611443,ENST00000617614,ENST00000439206	NBPF12-208,NBPF12-206,NBPF12-203,NBPF12-205,NBPF12-201	sig_beige
in_trifid	chr9:127803404:127804285:+	white	-0.116727127801298	7.39506392201226e-07	FPGS	clu_17460_+	gencode	0.0886333333333333	0.145466666666667	0.0281	ENST00000373225,ENST00000423577,ENST00000431857	FPGS-201,FPGS-205,FPGS-206	sig_white
in_trifid	chr11:71480274:71480755:+	white	-0.116286751129949	0.0179768398343382	NADSYN1	clu_38959_+	gencode	0.0016	0.0018	0.0018	ENST00000530055,ENST00000529840	NADSYN1-216,NADSYN1-215	sig_white
in_trifid	chr19:3633169:3638884:-	white	-0.116276311001884	6.26773678174797e-05	PIP5K1C	clu_7090_-	gencode	0.3672	0.5724	0.5724	ENST00000539785	PIP5K1C-203	sig_white
in_trifid	chr3:136152738:136194972:-	white	-0.116111513451209	2.87506886674816e-05	MSL2	clu_4197_-	gencode	0.9915	1	1	ENST00000309993	MSL2-201	sig_white
in_trifid	chr9:129137692:129142445:+	beige	0.116094249807536	1.60896274210898e-11	PTPA	clu_17541_+	gencode	0.25135	0.2892125	0.2352	ENST00000393370,ENST00000357197,ENST00000358994,ENST00000452489,ENST00000337738,ENST00000355007,ENST00000348141,ENST00000411917	PTPA-207,PTPA-205,PTPA-206,PTPA-223,PTPA-201,PTPA-204,PTPA-203,PTPA-208	sig_beige
in_trifid	chr1:246355094:246417296:-	white	-0.116042364541602	7.86919976685699e-06	SMYD3	clu_29334_-	gencode	0.0971	0.0988	0.0988	ENST00000630181	SMYD3-218	sig_white
in_trifid	chr1:240211235:240257945:+	beige	0.116024439352265	0.0134642832664134	FMN2	clu_15045_+	gencode	0.6923	1	1	ENST00000319653	FMN2-201	sig_beige
in_trifid	chr1:161726993:161727247:+	beige	0.115955390840112	1.29167513394381e-27	FCRLB	clu_14521_+	gencode	0.26576	0.38324	0.3059	ENST00000367948,ENST00000367944,ENST00000336830,ENST00000367945,ENST00000367946	FCRLB-205,FCRLB-202,FCRLB-201,FCRLB-203,FCRLB-204	sig_beige
in_trifid	chr10:311566:327006:-	white	-0.115865284296529	8.65730909529162e-52	DIP2C	clu_37352_-	gencode	0.6441	0.677	0.677	ENST00000634311	DIP2C-205	sig_white
in_trifid	chr19:52453607:52456868:+	beige	0.115778713274422	0.0021432709607841	ZNF578,AC010332.3	clu_27149_+	gencode	0.5592	1	1	ENST00000421239	ZNF578-201	sig_beige
in_trifid	chr12:93679072:93849970:+	beige	0.115415370817044	1.41096375327045e-07	CRADD	clu_11139_+	gencode	0.9787	1	1	ENST00000332896,ENST00000542893	CRADD-201,CRADD-202	sig_beige
in_trifid	chr4:73177533:73222974:-	beige	0.115342102619816	5.29686198258519e-05	ANKRD17	clu_36618_-	gencode	0.815	1	1	ENST00000509867	ANKRD17-203	sig_beige
in_trifid	chrX:7147602:7190880:+	beige	0.11499373078341	1.4383110343592e-06	STS	clu_15130_+	gencode	0.21955	0.32095	0.32095	ENST00000666110,ENST00000664306	STS-205,STS-204	sig_beige
in_trifid	chr10:103661114:103678081:-	white	-0.114957698991419	4.02669411380625e-18	SH3PXD2A	clu_38044_-	refseq	0.0439	0.0554	0.0554	NM_001365079	NA	sig_white
in_trifid	chr19:57556357:57559656:-	white	-0.11491379626761	0.000657729189539077	ZNF550	clu_8092_-	gencode	0.476925	0.7023	0.9046	ENST00000457177,ENST00000376230,ENST00000447310,ENST00000601415	ZNF550-205,ZNF550-203,ZNF550-204,ZNF550-208	sig_white
in_trifid	chr1:31733143:31735580:-	white	-0.114867995258613	0.00668032742856474	ADGRB2	clu_27790_-	gencode	0.165533333333333	0.285333333333333	0.1917	ENST00000527361,ENST00000398542,ENST00000398556	ADGRB2-212,ADGRB2-204,ADGRB2-206	sig_white
in_trifid	chrX:49282063:49299276:+	white	-0.114799488326886	2.72556212995074e-05	PPP1R3F	clu_15312_+	refseq	0.1177	0.16295	0.16295	XM_047442614,XM_017029934	NA,NA	sig_white
in_trifid	chr12:3733210:3753015:-	beige	0.114769255221289	0.0496816197736793	CRACR2A	clu_24959_-	gencode	0.2899	0.5582	0.5582	ENST00000440314,ENST00000252322	CRACR2A-203,CRACR2A-201	sig_beige
in_trifid	chr4:168512412:168668190:+	beige	0.114641027020783	3.84109830046717e-13	PALLD	clu_40139_+	gencode	0.4007	0.5337	0.5995	ENST00000505667,ENST00000261509,ENST00000508898	PALLD-206,PALLD-201,PALLD-210	sig_beige
in_trifid	chr17:48592456:48593121:-	beige	0.114503159698996	0.0375098025212233	HOXB5	clu_20091_-	gencode	0.9802	1	1	ENST00000239151	HOXB5-201	sig_beige
in_trifid	chr11:58570713:58578019:-	beige	0.114502106884233	2.44521915392778e-09	LPXN	clu_1449_-	gencode	0.3556	0.5822	0.5822	ENST00000528954	LPXN-203	sig_beige
in_trifid	chr12:925525:927145:-	beige	0.114461839748735	0.0450189158415155	RAD52	clu_24942_-	gencode	0.501533333333333	0.759	1	ENST00000358495,ENST00000430095,ENST00000536177	RAD52-202,RAD52-204,RAD52-211	sig_beige
in_trifid	chr19:42217045:42217632:-	beige	0.114425779670901	0.0250818273084851	DEDD2	clu_7750_-	gencode	0.474566666666667	0.519866666666667	0.4799	ENST00000596251,ENST00000336034,ENST00000598727	DEDD2-205,DEDD2-201,DEDD2-209	sig_beige
in_trifid	chr12:132933155:132945621:-	beige	0.114410939483564	2.21201862207287e-08	ZNF605	clu_26071_-	gencode	0.6605	0.8682	0.8682	ENST00000392321,ENST00000360187	ZNF605-204,ZNF605-202	sig_beige
in_trifid	chr22:50201590:50206317:+	beige	0.114388986353582	0.0174577906288022	SELENOO	clu_16190_+	gencode	0.33995	0.6799	0.6799	ENST00000380903,ENST00000611222	SELENOO-201,SELENOO-203	sig_beige
in_trifid	chr10:96057000:96057088:+	white	-0.114360982918506	0.0138865744532191	CCNJ	clu_29884_+	gencode	0.9554	1	1	ENST00000465148	CCNJ-203	sig_white
in_trifid	chr12:32502338:32564137:+	beige	0.114047976882109	1.03118679012419e-06	FGD4	clu_10690_+	gencode	0.2074	0.26145	0.00345	ENST00000427716,ENST00000546442,ENST00000472289,ENST00000395740,ENST00000493087,ENST00000551984	FGD4-202,FGD4-213,FGD4-203,FGD4-201,FGD4-206,FGD4-215	sig_beige
in_trifid	chr19:55112795:55117223:-	white	-0.113904534158305	0.00147127583679255	PPP1R12C	clu_8048_-	gencode	0.436	0.5723	0.5723	ENST00000263433,ENST00000592993	PPP1R12C-201,PPP1R12C-209	sig_white
in_trifid	chr16:20798211:20799263:-	white	-0.113823136444174	0.00706322268199124	ERI2	clu_24326_-	gencode	0.0584	0.0881	0.0881	ENST00000569729	ERI2-215	sig_white
in_trifid	chr1:149833864:149834135:+	white	-0.113546051149734	1.8532014719989e-07	HIST2H4A	clu_14246_+	gencode	0.7232	0.9811	0.9811	ENST00000618193	HIST2H4A-204	sig_white
in_trifid	chr12:114679651:114680879:-	white	-0.113498796586349	2.6445648458338e-07	TBX3	clu_25851_-	gencode	0.8785	1	1	ENST00000349155	TBX3-202	sig_white
in_trifid	chr1:201740076:201780421:+	beige	0.11334749944819	5.72557233347551e-43	NAV1	clu_14762_+	gencode	0.2677	0.5354	0.5354	ENST00000367295	NAV1-201	sig_beige
in_trifid	chr5:96776194:96776404:-	beige	0.113205382322652	0.0415222912812757	ERAP1	clu_5967_-	gencode	0	0	0	ENST00000512852	ERAP1-208	sig_beige
in_trifid	chr11:111968638:111974023:+	beige	0.113056663246896	2.62089230411348e-11	DIXDC1	clu_39182_+	gencode	0.50525	0.52475	0.52475	ENST00000440460,ENST00000529225	DIXDC1-201,DIXDC1-205	sig_beige
in_trifid	chr16:65039:76253:-	white	-0.113022913574234	0.014320045338518	RHBDF1	clu_24010_-	gencode	0	0	0	ENST00000450643	RHBDF1-206	sig_white
in_trifid	chr15:85620172:85639374:+	white	-0.112946201317755	5.27062262685899e-05	AKAP13	clu_30783_+	gencode	0.1106	0.1757	0.1757	ENST00000394510,ENST00000560676	AKAP13-202,AKAP13-222	sig_white
in_trifid	chr5:134526286:134535858:+	beige	0.112741135537891	0.00455157899276505	JADE2	clu_22660_+	gencode	0.4108	0.6518	0.6518	ENST00000395003	JADE2-203	sig_beige
in_trifid	chr16:3404648:3408321:+	white	-0.11263878822524	0.000952668885033576	ZNF174	clu_4738_+	gencode	0.8813	0.9778	0.9778	ENST00000268655,ENST00000571936	ZNF174-201,ZNF174-203	sig_white
in_trifid	chr16:3404648:3404909:+	beige	0.11263878822524	0.000952668885033576	ZNF174	clu_4738_+	gencode	0.0836	0.09275	0.09275	ENST00000344823,ENST00000575752	ZNF174-202,ZNF174-205	sig_beige
in_trifid	chr19:38320272:38326593:+	beige	0.112624702941865	0.0313959796560538	KCNK6	clu_26775_+	gencode	0.9376	1	1	ENST00000263372	KCNK6-201	sig_beige
in_trifid	chr3:55480918:55481331:-	white	-0.112562988809237	0.00142616262624488	WNT5A	clu_3780_-	gencode	0.5799	0.5856	0.5856	ENST00000497027	WNT5A-205	sig_white
in_trifid	chr9:128266325:128267458:-	white	-0.1125431894121	9.37888409159054e-15	GOLGA2	clu_10181_-	gencode	0	0	0	ENST00000458730	GOLGA2-203	sig_white
in_trifid	chr11:112017885:112018956:+	white	-0.112432763498182	1.28801385168606e-30	DIXDC1	clu_39189_+	gencode	0.7654	0.7949	0.7949	ENST00000440460,ENST00000615255	DIXDC1-201,DIXDC1-208	sig_white
in_trifid	chr11:9574509:9575888:+	white	-0.112170455251628	0.0257263612421959	WEE1	clu_38354_+	gencode	0.916	1	1	ENST00000450114	WEE1-202	sig_white
in_trifid	chr21:32315099:32316466:-	white	-0.11212315557693	7.71805325035544e-17	URB1	clu_37190_-	gencode	0.6286	1	1	ENST00000382751	URB1-201	sig_white
in_trifid	chr5:65652545:65658368:+	beige	0.111849238036706	2.0725983453178e-14	TRAPPC13	clu_22299_+	gencode	0.602533333333333	0.6351	0.9329	ENST00000505553,ENST00000231526,ENST00000504751	TRAPPC13-208,TRAPPC13-201,TRAPPC13-206	sig_beige
in_trifid	chr11:119011283:119011939:+	beige	0.111479839092952	0.000559859056908812	CCDC84	clu_39274_+	gencode	0.9409	1	1	ENST00000334418	CCDC84-201	sig_beige
in_trifid	chr11:119011311:119011939:+	white	-0.111479839092952	0.000559859056908812	CCDC84	clu_39274_+	gencode	0.00795	0.00845	0.00845	ENST00000526463,ENST00000532132	CCDC84-203,CCDC84-206	sig_white
in_trifid	chr1:196828246:196830500:+	white	-0.111468068852414	2.44521915392778e-09	CFHR1	clu_14736_+	gencode	0.7284	1	1	ENST00000320493	CFHR1-201	sig_white
in_trifid	chr5:32098634:32101105:+	white	-0.110940746825832	8.89143135824249e-06	PDZD2	clu_22147_+	gencode	0.687	1	1	ENST00000438447	PDZD2-202	sig_white
in_trifid	chr11:36376704:36400997:+	white	-0.110815718501229	1.43239427363627e-14	PRR5L	clu_38490_+	gencode	0.41335	0.51565	0.51565	ENST00000378867,ENST00000530252	PRR5L-201,PRR5L-214	sig_white
in_trifid	chr1:11803129:11803405:-	white	-0.110597939358757	7.98305167329887e-05	MTHFR	clu_27518_-	gencode	0.86415	0.98285	0.98285	ENST00000376585,ENST00000376583	MTHFR-203,MTHFR-202	sig_white
in_trifid	chr12:122341697:122352726:-	white	-0.110493795323906	2.31472580648404e-11	CLIP1	clu_25945_-	gencode	0.58215	0.60575	0.60575	ENST00000537178,ENST00000361654	CLIP1-210,CLIP1-203	sig_white
in_trifid	chr6:33076141:33080672:+	beige	0.110371978195364	0.00479069939017091	HLA-DPB1	clu_23278_+	gencode	0.552	1	1	ENST00000418931	HLA-DPB1-211	sig_beige
in_trifid	chr3:29281756:29434743:+	white	-0.110371396076251	5.74687631504671e-29	RBMS3	clu_18299_+	gencode	0.4983	0.64932	0.8093	ENST00000273139,ENST00000452462,ENST00000383767,ENST00000456853,ENST00000445033	RBMS3-201,RBMS3-209,RBMS3-203,RBMS3-210,RBMS3-207	sig_white
in_trifid	chr17:48574014:48590125:-	white	-0.110299743353772	4.98696228833995e-12	HOXB3	clu_20089_-	gencode	0.9552	0.9725	0.9725	ENST00000498678	HOXB3-212	sig_white
in_trifid	chr20:50565069:50568380:+	white	-0.110200198474989	1.76880946995602e-11	PTPN1	clu_6825_+	gencode	0.31675	0.51395	0.51395	ENST00000371621,ENST00000541713	PTPN1-201,PTPN1-202	sig_white
in_trifid	chr22:40178140:40246015:+	beige	0.110148450414861	0.0211773597293187	TNRC6B	clu_16058_+	gencode	0.4443	0.7575	0.7575	ENST00000454349,ENST00000335727	TNRC6B-206,TNRC6B-202	sig_beige
in_trifid	chr22:40156182:40246015:+	white	-0.110148450414861	0.0211773597293187	TNRC6B	clu_16058_+	gencode	0.18465	0.3148	0.3148	ENST00000402203,ENST00000301923	TNRC6B-203,TNRC6B-201	sig_white
in_trifid	chr14:31448454:31453275:-	beige	0.109863456866595	3.98235323151556e-27	DTD2	clu_16386_-	gencode	0.648133333333333	0.656233333333333	0.9687	ENST00000310850,ENST00000356180,ENST00000549850	DTD2-201,DTD2-202,DTD2-203	sig_beige
in_trifid	chr22:29529239:29531831:-	beige	0.109646685120382	1.66572219043792e-09	THOC5	clu_752_-	gencode	0.7611	0.7737	0.9442	ENST00000490103,ENST00000397873,ENST00000397871,ENST00000397872,ENST00000358079	THOC5-216,THOC5-204,THOC5-202,THOC5-203,THOC5-201	sig_beige
in_trifid	chr8:66452105:66454059:+	beige	0.109644711182166	0.0037764918594399	ADHFE1	clu_21708_+	gencode	0.5197	0.542133333333333	0.6252	ENST00000396623,ENST00000415254,ENST00000276576	ADHFE1-203,ADHFE1-204,ADHFE1-201	sig_beige
in_trifid	chr9:686921:710804:+	beige	0.109570763448078	8.151829601499e-40	KANK1	clu_16830_+	refseq	0.32085	0.32825	0.32825	NM_001354336,NM_001354335	NA,NA	sig_beige
in_trifid	chr19:53467789:53483750:+	white	-0.109531663348431	1.22972525249902e-08	ZNF813	clu_27159_+	gencode	0.192833333333333	0.335733333333333	0.0038	ENST00000396403,ENST00000468450,ENST00000490956	ZNF813-201,ZNF813-202,ZNF813-203	sig_white
in_trifid	chr5:142697715:142697913:-	beige	0.10943690814036	1.03082643578683e-45	FGF1	clu_6192_-	gencode	0.46025	0.46315	0.46315	ENST00000441680,ENST00000407758	FGF1-209,FGF1-206	sig_beige
in_trifid	chrX:110067396:110109080:+	beige	0.109056497466205	9.21479153185464e-05	TMEM164	clu_15504_+	gencode	0.775766666666667	0.8152	0.9706	ENST00000372068,ENST00000372073,ENST00000372072	TMEM164-202,TMEM164-204,TMEM164-203	sig_beige
in_trifid	chr14:31453344:31457283:-	beige	0.109047375816928	0.000416451563010762	DTD2,AL139353.1	clu_16369_-	gencode	0.575375	0.670725	0.6734	ENST00000310850,ENST00000356180,ENST00000547378,ENST00000549185	DTD2-201,DTD2-202,AL139353.1-202,AL139353.1-201	sig_beige
in_trifid	chr14:31453344:31457029:-	white	-0.109047375816928	0.000416451563010762	AL139353.1,DTD2	clu_16369_-	gencode	0.00515	0.01035	0.01035	ENST00000547760,ENST00000549850	AL139353.1-203,DTD2-203	sig_white
in_trifid	chr10:51907570:52054484:+	beige	0.108905008407552	0.00154186607754743	PRKG1	clu_29624_+	gencode	0.459	0.501875	0.50335	ENST00000373980,ENST00000401604,ENST00000645324,ENST00000373976	PRKG1-203,PRKG1-204,PRKG1-207,PRKG1-202	sig_beige
in_trifid	chr13:23181075:23203695:+	beige	0.108720362917674	1.0399351817889e-11	SGCG	clu_8153_+	gencode	0.9748	1	1	ENST00000218867	SGCG-201	sig_beige
in_trifid	chr19:47256609:47258330:+	beige	0.108542400478327	4.82925468889437e-06	CCDC9	clu_27002_+	gencode	0.2914	0.58285	0.58285	ENST00000221922,ENST00000643617	CCDC9-201,CCDC9-207	sig_beige
in_trifid	chr1:89584789:89592771:+	beige	0.108374741529109	1.08690665130918e-22	LRRC8B	clu_13899_+	gencode	0.71055	0.779875	0.9679	ENST00000330947,ENST00000640258,ENST00000639264,ENST00000439853	LRRC8B-201,LRRC8B-206,LRRC8B-205,LRRC8B-203	sig_beige
in_trifid	chr3:73404395:73602354:-	white	-0.108281448906426	1.6404314808188e-15	PDZRN3	clu_3877_-	gencode	0.9346	1	1	ENST00000263666	PDZRN3-201	sig_white
in_trifid	chr16:11937668:11941838:-	white	-0.108124849429019	4.49996214502001e-05	NPIPB2	clu_24215_-	gencode	0.0022	0.0044	0.0044	ENST00000538896	NPIPB2-204	sig_white
in_trifid	chr3:9843601:9843890:-	beige	0.107979829856081	0.00302562252438733	RPUSD3	clu_3291_-	gencode	0.21548	0.23278	0.0267	ENST00000383820,ENST00000433535,ENST00000418713,ENST00000433972,ENST00000427174	RPUSD3-201,RPUSD3-206,RPUSD3-202,RPUSD3-208,RPUSD3-205	sig_beige
in_trifid	chr8:23566336:23568322:+	beige	0.107851080031557	0.00235839582983249	SLC25A37	clu_21499_+	gencode	0.4892	0.5	0.5	ENST00000519973,ENST00000523930	SLC25A37-206,SLC25A37-212	sig_beige
